Product ID=2c, Serial#=TV11412164B, SWVersion=(See Log Data), HWVersion=(See Log Data)
-----------------------------------------------------------------
LOG ID 0017 (Encrypted Significant Event Text) 934472 total bytes
01/03/2024 20:03:52  01/03/2024 15:25:52 E-00293     0 65535  ERR_POWER_OFF_KEY  KEYPRESS  <UTC:1704312232_0017>
01/03/2024 20:00:31  01/03/2024 15:22:31 E-00074     0 65535  ERR_MMC_SD_CARD_REMOVED  BEEP_ONLY  <UTC:1704312031_0017>
01/03/2024 19:48:42  01/03/2024 15:10:42 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1704311322_0017>
01/03/2024 19:46:48  01/03/2024 15:08:48 E-00121    50     4  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704311208_0017>
01/03/2024 19:46:43  01/03/2024 15:08:43 E-00114     3     3  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704311203_0017>
01/03/2024 19:44:50  01/03/2024 15:06:50 E-00121    50     6  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704311090_0017>
01/03/2024 19:43:40  01/03/2024 15:05:40 E-00121    50     5  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704311020_0017>
01/03/2024 19:34:19  01/03/2024 14:56:19 E-00121    50    11  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704310459_0017>
01/03/2024 19:22:13  01/03/2024 14:44:13 E-00121    50     6  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704309733_0017>
01/03/2024 19:21:55  01/03/2024 14:43:55 E-00121    50     5  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704309715_0017>
01/03/2024 19:21:12  01/03/2024 14:43:12 E-00121    50    13  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704309672_0017>
01/03/2024 18:41:27  01/03/2024 14:03:27 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1704307287_0017>
01/03/2024 18:15:29  01/03/2024 13:37:29 E-00121    50    22  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704305729_0017>
01/03/2024 18:14:34  01/03/2024 13:36:34 E-00114     0    10  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704305674_0017>
01/03/2024 18:14:22  01/03/2024 13:36:22 E-00121    50    22  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704305662_0017>
01/03/2024 18:09:27  01/03/2024 13:31:27 E-00121    50     3  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704305367_0017>
01/03/2024 18:08:56  01/03/2024 13:30:56 E-00121    50     5  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704305336_0017>
01/03/2024 18:08:46  01/03/2024 13:30:46 E-00121    50     3  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704305326_0017>
01/03/2024 18:08:39  01/03/2024 13:30:39 E-00114     0    32  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704305319_0017>
01/03/2024 18:08:22  01/03/2024 13:30:22 E-00121    50    18  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704305302_0017>
01/03/2024 17:50:47  01/03/2024 13:12:47 E-00121    50     6  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704304247_0017>
01/03/2024 17:49:54  01/03/2024 13:11:54 E-00118    30     8  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704304194_0017>
01/03/2024 17:49:06  01/03/2024 13:11:06 E-00118    30    27  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704304146_0017>
01/03/2024 17:47:49  01/03/2024 13:09:49 E-00118    32     4  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704304069_0017>
01/03/2024 17:47:14  01/03/2024 13:09:14 E-00121    50    11  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704304034_0017>
01/03/2024 17:47:01  01/03/2024 13:09:01 E-00121    50     3  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704304021_0017>
01/03/2024 17:44:58  01/03/2024 13:06:58 E-00118    25     8  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704303898_0017>
01/03/2024 17:44:32  01/03/2024 13:06:32 E-00118    26    16  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704303872_0017>
01/03/2024 17:42:53  01/03/2024 13:04:53 E-00121    50     7  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704303773_0017>
01/03/2024 17:42:25  01/03/2024 13:04:25 E-00121    50     7  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704303745_0017>
01/03/2024 16:36:18  01/03/2024 11:58:18 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1704299778_0017>
01/03/2024 14:03:52  01/03/2024 09:25:52 E-00118    32    19  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704290632_0017>
01/03/2024 13:44:54  01/03/2024 09:06:54 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1704289494_0017>
01/03/2024 13:42:12  01/03/2024 09:04:12 E-00121    50     8  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704289332_0017>
01/03/2024 13:40:55  01/03/2024 09:02:55 E-00168     0 65535  ERR_UI_AUDIO_PAUSE_KEY_PRESS  KEYPRESS  <UTC:1704289255_0017>
01/03/2024 13:40:16  01/03/2024 09:02:16 E-00114     0    70  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704289216_0017>
01/03/2024 13:39:55  01/03/2024 09:01:55 E-00121    50    93  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704289195_0017>
01/03/2024 13:39:52  01/03/2024 09:01:52 E-00168     0 65535  ERR_UI_AUDIO_PAUSE_KEY_PRESS  KEYPRESS  <UTC:1704289192_0017>
01/03/2024 13:37:47  01/03/2024 08:59:47 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1704289067_0017>
01/03/2024 13:35:56  01/03/2024 08:57:56 E-00118    28    20  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704288956_0017>
01/03/2024 12:06:35  01/03/2024 07:28:35 E-00121    50     3  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704283595_0017>
01/03/2024 12:06:14  01/03/2024 07:28:14 E-00114     0    41  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704283574_0017>
01/03/2024 12:05:56  01/03/2024 07:27:56 E-00121    50    22  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704283556_0017>
01/03/2024 11:58:19  01/03/2024 07:20:19 E-00118    30     3  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704283099_0017>
01/03/2024 11:56:55  01/03/2024 07:18:55 E-00118    31     4  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704283015_0017>
01/03/2024 11:56:09  01/03/2024 07:18:09 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1704282969_0017>
01/03/2024 11:54:02  01/03/2024 07:16:02 E-00114     3     1  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704282842_0017>
01/03/2024 11:21:46  01/03/2024 06:43:46 E-00114     3     2  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704280906_0017>
01/03/2024 11:20:30  01/03/2024 06:42:30 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1704280830_0017>
01/03/2024 11:19:59  01/03/2024 06:41:59 E-00121    50    22  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704280799_0017>
01/03/2024 11:19:41  01/03/2024 06:41:41 E-00121    50     5  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704280781_0017>
01/03/2024 11:18:54  01/03/2024 06:40:54 E-00121    50    22  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704280734_0017>
01/03/2024 11:18:42  01/03/2024 06:40:42 E-00114     0    97  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704280722_0017>
01/03/2024 11:18:36  01/03/2024 06:40:36 E-00121    50     4  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704280716_0017>
01/03/2024 11:08:59  01/03/2024 06:30:59 E-00114     0     9  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704280139_0017>
01/03/2024 11:08:41  01/03/2024 06:30:41 E-00121    50    26  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704280121_0017>
01/03/2024 11:05:51  01/03/2024 06:27:51 E-00114     2     3  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704279951_0017>
01/03/2024 11:05:29  01/03/2024 06:27:29 E-00121    50    28  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704279929_0017>
01/03/2024 11:04:03  01/03/2024 06:26:03 E-00121    50     8  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704279843_0017>
01/03/2024 07:22:37  01/03/2024 02:44:37 E-00114     0     7  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704266557_0017>
01/03/2024 07:22:21  01/03/2024 02:44:21 E-00121    50    23  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704266541_0017>
01/03/2024 07:21:02  01/03/2024 02:43:02 E-00114     4     3  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704266462_0017>
01/03/2024 07:17:55  01/03/2024 02:39:55 E-00114     3     4  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704266275_0017>
01/03/2024 06:51:48  01/03/2024 02:13:48 E-00114     0    21  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704264708_0017>
01/03/2024 06:51:27  01/03/2024 02:13:27 E-00121    50    44  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704264687_0017>
01/03/2024 06:50:53  01/03/2024 02:12:53 E-00121    50     4  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704264653_0017>
01/03/2024 06:48:12  01/03/2024 02:10:12 E-00121    50    58  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704264492_0017>
01/03/2024 06:47:43  01/03/2024 02:09:43 E-00121    50    15  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704264463_0017>
01/03/2024 06:46:57  01/03/2024 02:08:57 E-00121    50    14  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704264417_0017>
01/03/2024 06:46:13  01/03/2024 02:08:13 E-00121    50    38  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704264373_0017>
01/03/2024 06:45:38  01/03/2024 02:07:38 E-00114     0   215  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704264338_0017>
01/03/2024 06:45:20  01/03/2024 02:07:20 E-00121    50    31  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704264320_0017>
01/03/2024 06:29:26  01/03/2024 01:51:26 E-00114     0    70  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704263366_0017>
01/03/2024 06:29:07  01/03/2024 01:51:07 E-00121    50    91  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704263347_0017>
01/03/2024 06:28:59  01/03/2024 01:50:59 E-00114     3    13  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704263339_0017>
01/03/2024 06:12:17  01/03/2024 01:34:17 E-00121    50    27  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704262337_0017>
01/03/2024 06:12:15  01/03/2024 01:34:15 E-00114     2    28  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704262335_0017>
01/03/2024 06:12:03  01/03/2024 01:34:03 E-00121    50     9  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704262323_0017>
01/03/2024 06:11:44  01/03/2024 01:33:44 E-00114     1     3  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704262304_0017>
01/03/2024 06:11:24  01/03/2024 01:33:24 E-00121    50    25  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704262284_0017>
01/03/2024 06:01:15  01/03/2024 01:23:15 E-00121    50    16  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704261675_0017>
01/03/2024 05:38:22  01/03/2024 01:00:22 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1704260302_0017>
01/03/2024 04:32:56  01/02/2024 23:54:56 E-00118    33     3  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704256376_0017>
01/03/2024 04:10:22  01/02/2024 23:32:22 E-00118    28     4  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704255022_0017>
01/03/2024 04:09:42  01/02/2024 23:31:42 E-00118    21    10  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704254982_0017>
01/03/2024 04:08:44  01/02/2024 23:30:44 E-00118    27     8  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704254924_0017>
01/03/2024 01:45:50  01/02/2024 21:07:50 E-00121    50     6  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704246350_0017>
01/03/2024 01:45:32  01/02/2024 21:07:32 E-00121    50     3  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704246332_0017>
01/03/2024 01:45:00  01/02/2024 21:07:00 E-00121    50     6  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704246300_0017>
01/03/2024 01:42:42  01/02/2024 21:04:42 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1704246162_0017>
01/03/2024 01:42:25  01/02/2024 21:04:25 E-00121    50     3  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704246145_0017>
01/03/2024 01:41:59  01/02/2024 21:03:59 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1704246119_0017>
01/03/2024 01:40:05  01/02/2024 21:02:05 E-00114     3     2  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704246005_0017>
01/03/2024 01:31:47  01/02/2024 20:53:47 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1704245507_0017>
01/02/2024 23:29:16  01/02/2024 18:51:16 E-00114     0    45  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704238156_0017>
01/02/2024 23:28:58  01/02/2024 18:50:58 E-00121    50    65  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704238138_0017>
01/02/2024 23:25:44  01/02/2024 18:47:44 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1704237944_0017>
01/02/2024 23:17:03  01/02/2024 18:39:03 E-00114     4    34  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704237423_0017>
01/02/2024 23:16:53  01/02/2024 18:38:53 E-00114     4     9  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704237413_0017>
01/02/2024 23:16:43  01/02/2024 18:38:43 E-00121    50    55  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704237403_0017>
01/02/2024 23:16:31  01/02/2024 18:38:31 E-00121    50     3  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704237391_0017>
01/02/2024 23:01:03  01/02/2024 18:23:03 E-00121    50     9  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704236463_0017>
01/02/2024 23:00:26  01/02/2024 18:22:26 E-00114     4    10  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704236426_0017>
01/02/2024 21:30:46  01/02/2024 16:52:46 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1704231046_0017>
01/02/2024 21:26:17  01/02/2024 16:48:17 E-00121    50     5  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704230777_0017>
01/02/2024 20:31:29  01/02/2024 15:53:29 E-00114     0    32  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704227489_0017>
01/02/2024 20:31:18  01/02/2024 15:53:18 E-00114     4     1  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704227478_0017>
01/02/2024 20:31:12  01/02/2024 15:53:12 E-00121    50    21  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704227472_0017>
01/02/2024 20:29:56  01/02/2024 15:51:56 E-00121    50    25  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704227396_0017>
01/02/2024 19:40:51  01/02/2024 15:02:51 E-00121    50     3  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704224451_0017>
01/02/2024 19:31:49  01/02/2024 14:53:49 E-00118    29     2  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704223909_0017>
01/02/2024 16:52:35  01/02/2024 12:14:35 E-00121    50     6  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704214355_0017>
01/02/2024 16:48:53  01/02/2024 12:10:53 E-00118    28    27  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704214133_0017>
01/02/2024 16:45:02  01/02/2024 12:07:02 E-00118    29     3  ERR_LOW_CIRCUIT_LEAK_ALARM  HIGH_ALARM  <UTC:1704213902_0017>
01/02/2024 16:31:49  01/02/2024 11:53:49 E-00121    50     3  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704213109_0017>
01/02/2024 15:59:17  01/02/2024 11:21:17 E-00114     0    26  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704211157_0017>
01/02/2024 15:59:01  01/02/2024 11:21:01 E-00121    50    44  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704211141_0017>
01/02/2024 15:58:05  01/02/2024 11:20:05 E-00121    50    12  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704211085_0017>
01/02/2024 14:32:00  01/02/2024 09:54:00 E-00121    50     6  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704205920_0017>
01/02/2024 14:31:10  01/02/2024 09:53:10 E-00121    50     4  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704205870_0017>
01/02/2024 14:30:38  01/02/2024 09:52:38 E-00121    50     6  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704205838_0017>
01/02/2024 14:30:18  01/02/2024 09:52:18 E-00121    50     5  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704205818_0017>
01/02/2024 13:42:05  01/02/2024 09:04:05 E-00121    50     3  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704202925_0017>
01/02/2024 13:39:36  01/02/2024 09:01:36 E-00121    50    15  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704202776_0017>
01/02/2024 13:39:23  01/02/2024 09:01:23 E-00121    50     8  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704202763_0017>
01/02/2024 13:39:17  01/02/2024 09:01:17 E-00114     1    98  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704202757_0017>
01/02/2024 13:39:03  01/02/2024 09:01:03 E-00121    50    15  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704202743_0017>
01/02/2024 13:31:15  01/02/2024 08:53:15 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1704202275_0017>
01/02/2024 12:44:44  01/02/2024 08:06:44 E-00114     0    23  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704199484_0017>
01/02/2024 12:44:26  01/02/2024 08:06:26 E-00121    50    42  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704199466_0017>
01/02/2024 12:34:07  01/02/2024 07:56:07 E-00114     1     6  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704198847_0017>
01/02/2024 12:28:56  01/02/2024 07:50:56 E-00121    50    15  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704198536_0017>
01/02/2024 12:28:07  01/02/2024 07:50:07 E-00121    50     9  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704198487_0017>
01/02/2024 12:27:59  01/02/2024 07:49:59 E-00114     0    22  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704198479_0017>
01/02/2024 12:27:56  01/02/2024 07:49:56 E-00121    50     5  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704198476_0017>
01/02/2024 12:18:43  01/02/2024 07:40:43 E-00121    50    20  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704197923_0017>
01/02/2024 11:45:11  01/02/2024 07:07:11 E-00121    50     8  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704195911_0017>
01/02/2024 11:43:56  01/02/2024 07:05:56 E-00114     0    60  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704195836_0017>
01/02/2024 11:43:35  01/02/2024 07:05:35 E-00121    50    88  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704195815_0017>
01/02/2024 11:36:47  01/02/2024 06:58:47 E-00114     0    41  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704195407_0017>
01/02/2024 11:36:27  01/02/2024 06:58:27 E-00121    50    61  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704195387_0017>
01/02/2024 11:35:20  01/02/2024 06:57:20 E-00114     4     3  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704195320_0017>
01/02/2024 11:15:33  01/02/2024 06:37:33 E-00121    50    20  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704194133_0017>
01/02/2024 11:15:01  01/02/2024 06:37:01 E-00114     3     3  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704194101_0017>
01/02/2024 11:14:56  01/02/2024 06:36:56 E-00121    50    17  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704194096_0017>
01/02/2024 11:14:30  01/02/2024 06:36:30 E-00121    50     9  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704194070_0017>
01/02/2024 10:47:32  01/02/2024 06:09:32 E-00114     4     3  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704192452_0017>
01/02/2024 08:46:50  01/02/2024 04:08:50 E-00114     0    10  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704185210_0017>
01/02/2024 08:46:38  01/02/2024 04:08:38 E-00121    50    22  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704185198_0017>
01/02/2024 08:45:19  01/02/2024 04:07:19 E-00114     1    26  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704185119_0017>
01/02/2024 08:44:58  01/02/2024 04:06:58 E-00121    50    47  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704185098_0017>
01/02/2024 08:43:28  01/02/2024 04:05:28 E-00121    50     8  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704185008_0017>
01/02/2024 08:43:03  01/02/2024 04:05:03 E-00114     1    32  ERR_LOW_MIN_VENT_ALARM  HIGH_ALARM  <UTC:1704184983_0017>
01/02/2024 08:42:42  01/02/2024 04:04:42 E-00121    50    23  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704184962_0017>
01/02/2024 08:18:56  01/02/2024 03:40:56 E-00121    50     3  ERR_PATIENT_DISCONNECT_ALARM  HIGH_ALARM  <UTC:1704183536_0017>
